Date,Open,High,Low,Close,Volume,Price to Earnings Ratio,Price to Sales Ratio
2013-12-11,141.880,143.050,139.490,139.650,7137842,N/A,9.9129,
2013-12-10,140.050,145.870,139.860,142.190,10748234,N/A,10.0932,
2013-12-09,137.000,141.700,134.210,141.600,9061485,N/A,10.0513,
2013-12-06,141.510,142.490,136.300,137.360,7909596,N/A,9.7504,
2013-12-05,140.150,143.350,139.500,140.480,9288415,N/A,9.9718,
2013-12-04,144.320,144.430,137.130,138.950,13147688,N/A,9.8632,
2013-12-03,132.680,144.940,131.590,144.700,25682404,N/A,10.2714,
2013-12-02,126.350,128.550,123.931,124.170,7751211,N/A,8.8141,
2013-11-29,129.770,130.590,126.980,127.280,9716219,N/A,9.0348,
2013-11-28,0.000,0.000,0.000,126.940,0,N/A,N/A
2013-11-27,121.330,126.950,119.520,126.940,12367634,N/A,9.0107,
2013-11-26,119.380,122.720,116.100,120.500,13885522,N/A,8.5536,
2013-11-25,124.500,125.840,120.300,120.840,10275348,N/A,8.5777,
2013-11-22,121.580,122.750,117.930,121.380,11104146,N/A,8.6160,
2013-11-21,122.890,124.789,120.250,122.100,11903803,N/A,8.6671,
2013-11-20,126.080,127.450,119.060,121.110,13849554,N/A,8.5969,
2013-11-19,119.430,129.000,119.220,126.090,19816154,N/A,8.9504,
2013-11-18,135.270,135.450,119.610,121.580,23138242,N/A,8.6302,
2013-11-15,136.850,137.950,134.350,135.450,9900176,N/A,9.6148,
2013-11-14,138.920,140.400,134.111,137.600,12203700,N/A,9.7674,
2013-11-13,140.840,142.370,136.342,138.700,12658272,N/A,9.8455,
2013-11-12,144.690,144.700,136.180,137.800,14985162,N/A,9.7816,
2013-11-11,141.000,145.420,137.100,144.698,13997591,N/A,10.2712,
2013-11-08,136.480,140.600,132.320,137.950,22477860,N/A,9.7922,
2013-11-07,144.190,145.650,137.620,139.772,22284744,N/A,9.9216,
2013-11-06,154.810,160.730,146.355,151.160,31071726,N/A,10.7299,
2013-11-05,180.000,181.430,171.360,176.810,22467100,N/A,15.7910,
2013-11-04,165.000,175.390,164.220,175.200,13120374,N/A,15.6472,
2013-11-01,163.000,165.900,160.410,162.170,7180583,N/A,14.4835,
2013-10-31,155.670,162.440,153.300,159.940,9340455,N/A,14.2843,
2013-10-30,164.630,167.680,158.170,159.220,8401756,N/A,14.2200,
2013-10-29,162.760,165.446,153.000,164.470,14111737,N/A,14.6889,
2013-10-28,170.180,170.500,162.200,162.860,7841727,N/A,14.5451,
2013-10-25,174.210,174.500,166.800,169.660,7595458,N/A,15.1524,
2013-10-24,165.000,174.500,162.826,173.150,10825667,N/A,15.4641,
2013-10-23,168.910,171.810,160.150,164.500,13327739,N/A,14.6916,
2013-10-22,170.500,177.780,166.110,171.540,11394675,N/A,15.3203,
2013-10-21,183.280,183.390,171.000,172.600,11532131,N/A,15.4150,
2013-10-18,184.150,185.960,182.520,183.400,5930815,N/A,16.3796,
2013-10-17,183.540,184.800,180.990,182.802,6704968,N/A,16.3261,
2013-10-16,184.900,187.300,182.090,183.560,8205367,N/A,16.3938,
2013-10-15,185.280,188.789,183.180,183.940,10978536,N/A,16.4278,
2013-10-14,175.000,182.500,174.150,179.720,7769630,N/A,16.0509,
2013-10-11,172.750,179.288,171.200,178.700,8311086,N/A,15.9598,
2013-10-10,173.090,175.750,169.690,172.930,8883910,N/A,15.4445,
2013-10-09,174.730,174.990,161.500,168.780,15316481,N/A,15.0738,
2013-10-08,184.400,185.930,173.210,174.730,13757218,N/A,15.6052,
2013-10-07,182.460,186.730,180.260,183.070,11485579,N/A,16.3501,
2013-10-04,176.400,181.180,172.650,180.980,14413965,N/A,16.1634,
2013-10-03,175.045,179.690,168.000,173.310,23816504,N/A,15.4784,
2013-10-02,188.590,191.830,175.400,180.950,20775410,N/A,16.1607,
2013-10-01,193.960,194.230,188.370,193.000,7761429,N/A,17.2369,
2013-09-30,189.000,194.500,188.000,193.370,8934541,N/A,17.2700,
2013-09-27,187.520,191.280,186.430,190.900,5923881,N/A,17.0494,
2013-09-26,186.700,189.680,185.611,188.640,6621592,N/A,16.8475,
2013-09-25,183.560,186.300,180.500,185.238,8252621,N/A,16.5437,
2013-09-24,179.140,184.960,177.650,182.330,6282431,N/A,16.2840,
2013-09-23,184.480,185.480,177.110,181.110,8191841,N/A,16.1750,
2013-09-20,178.900,185.830,178.560,183.390,13401689,N/A,16.3787,
2013-09-19,170.800,180.470,169.080,177.920,15594568,N/A,15.8901,
2013-09-18,167.070,167.450,164.200,166.218,5439615,N/A,14.8450,
2013-09-17,165.080,168.420,163.361,166.230,5500719,N/A,14.8461,
2013-09-16,168.000,170.850,165.850,166.580,7592598,N/A,14.8774,
2013-09-13,162.770,166.370,162.160,165.540,5409888,N/A,14.7845,
2013-09-12,164.000,166.760,160.510,164.930,6159993,N/A,14.7300,
2013-09-11,166.410,167.895,162.130,163.520,5832476,N/A,14.6041,
2013-09-10,161.450,167.500,160.630,166.370,8967786,N/A,14.8586,
2013-09-09,163.120,164.500,158.510,160.700,14344473,N/A,14.3522,
2013-09-06,168.570,169.700,165.150,166.970,8619630,N/A,14.9122,
2013-09-05,170.100,171.500,168.250,169.930,6693202,N/A,15.1765,
2013-09-04,169.770,171.620,165.560,170.622,11475647,N/A,15.2383,
2013-09-03,173.400,173.700,166.400,168.940,12061100,N/A,15.0881,
2013-09-02,0.000,0.000,0.000,169.000,0,N/A,N/A
2013-08-30,166.370,169.210,163.960,169.000,11028358,N/A,15.0935,
2013-08-29,164.215,167.750,162.510,166.060,9445720,N/A,14.8309,
2013-08-28,169.060,171.500,163.250,166.450,14740006,N/A,14.8657,
2013-08-27,162.300,168.800,160.950,167.010,17566816,N/A,14.9158,
2013-08-26,165.150,173.000,160.250,164.220,24171096,N/A,14.6666,
2013-08-23,157.000,162.300,155.000,161.839,12931842,N/A,14.4539,
2013-08-22,149.220,157.480,148.140,157.100,10592391,N/A,14.0307,
2013-08-21,150.000,150.309,146.250,147.860,6266262,N/A,13.2055,
2013-08-20,148.650,149.780,147.000,149.580,6418108,N/A,13.3591,
2013-08-19,143.427,147.380,142.830,144.900,8037640,N/A,12.9411,
2013-08-16,141.630,143.907,140.970,142.000,7108086,N/A,12.6821,
2013-08-15,136.430,143.600,135.000,139.670,10188877,N/A,12.4740,
2013-08-14,142.720,144.840,138.050,139.360,11693743,N/A,12.4463,
2013-08-13,149.500,149.840,144.450,145.430,8748863,N/A,12.9884,
2013-08-12,149.430,150.500,142.050,147.380,14912175,N/A,13.1626,
2013-08-09,152.400,155.950,151.250,153.000,8936029,N/A,13.6645,
2013-08-08,154.355,158.880,150.460,153.480,27246764,N/A,13.7074,
2013-08-07,141.890,141.950,132.360,134.230,18212138,N/A,16.2959,
2013-08-06,144.750,145.730,141.100,142.150,9261092,N/A,17.2574,
2013-08-05,140.010,144.890,139.650,144.680,10200629,N/A,17.5646,
2013-08-02,134.590,138.250,133.610,138.000,6269838,N/A,16.7536,
2013-08-01,135.000,136.520,132.631,135.550,5323599,N/A,16.4562,
2013-07-31,132.570,134.975,131.450,134.280,6351637,N/A,16.3020,
2013-07-30,134.800,137.490,128.180,131.740,13130267,N/A,15.9936,
2013-07-29,129.320,135.370,128.250,134.620,9686072,N/A,16.3433,
2013-07-26,128.140,130.680,126.610,129.390,9640703,N/A,15.7083,
2013-07-25,120.400,124.750,120.190,124.070,5287144,N/A,15.0625,
2013-07-24,124.470,124.500,119.560,121.700,6871372,N/A,14.7747,
2013-07-23,124.000,125.560,121.820,122.740,7740469,N/A,14.9010,
2013-07-22,119.890,126.680,119.880,122.430,9804810,N/A,14.8634,
2013-07-19,118.500,120.550,116.510,119.680,5891439,N/A,14.5295,
2013-07-18,120.970,122.730,116.180,119.030,11407358,N/A,14.4506,
2013-07-17,106.520,121.620,104.500,120.250,26028948,N/A,14.5987,
2013-07-16,126.280,126.320,107.300,109.050,32371868,N/A,13.2390,
2013-07-15,133.030,133.259,126.820,127.260,9924336,N/A,15.4497,
2013-07-12,125.500,129.940,124.510,129.900,11349186,N/A,15.7702,
2013-07-11,124.880,126.090,122.350,125.610,7486958,N/A,15.2494,
2013-07-10,123.190,123.250,120.790,122.270,5600012,N/A,14.8439,
2013-07-09,124.640,125.320,121.910,123.450,8603207,N/A,14.9872,
2013-07-08,121.370,122.180,118.820,121.610,7820816,N/A,14.7638,
2013-07-05,118.320,120.280,115.700,120.090,6827497,N/A,14.5793,
2013-07-04,0.000,0.000,0.000,115.240,0,N/A,N/A
2013-07-03,118.000,119.250,114.270,115.240,4806662,N/A,13.9905,
2013-07-02,118.255,121.890,115.500,117.820,12070315,N/A,14.3037,
2013-07-01,109.360,117.770,109.150,117.179,10895003,N/A,14.2259,
2013-06-28,108.570,109.440,106.710,107.360,5750431,N/A,13.0338,
2013-06-27,106.750,110.250,106.132,109.250,8750826,N/A,13.2633,
2013-06-26,103.800,105.870,102.660,105.720,6610159,N/A,12.8347,
2013-06-25,103.100,104.200,100.550,102.400,5850832,N/A,12.4317,
2013-06-24,96.500,102.870,95.300,101.490,7127020,N/A,12.3212,
2013-06-21,103.700,103.700,97.500,99.550,11718527,N/A,12.0857,
2013-06-20,104.650,107.130,99.450,100.650,10111221,N/A,12.2192,
2013-06-19,102.060,106.670,102.010,104.680,8588734,N/A,12.7085,
2013-06-18,101.750,103.980,99.200,103.390,8803563,N/A,12.5519,
2013-06-17,103.600,104.750,101.200,102.200,7075640,N/A,12.4074,
2013-06-14,100.000,102.520,99.330,100.300,6567421,N/A,12.1767,
2013-06-13,99.000,99.280,95.120,98.180,5965124,N/A,11.9193,
2013-06-12,96.800,100.480,95.750,97.730,9197523,N/A,11.8647,
2013-06-11,98.180,98.680,94.050,94.470,7396040,N/A,11.4689,
2013-06-10,98.930,102.520,98.570,100.050,9234215,N/A,12.1464,
2013-06-07,98.000,102.900,96.700,102.040,10717217,N/A,12.3880,
2013-06-06,95.250,99.270,95.110,97.350,9514406,N/A,11.8186,
2013-06-05,93.660,97.970,89.110,95.370,12224731,N/A,11.5782,
2013-06-04,92.750,96.420,92.400,94.840,8856045,N/A,11.5139,
2013-06-03,97.620,97.620,88.250,92.590,19143476,N/A,11.2407,
2013-05-31,106.260,106.440,97.730,97.760,15171929,N/A,11.8684,
2013-05-30,102.460,109.540,101.200,104.950,16140554,N/A,12.7412,
2013-05-29,113.550,114.900,99.000,104.629,25099480,N/A,12.7023,
2013-05-28,101.550,110.750,100.300,110.334,19691824,N/A,13.3949,
2013-05-27,0.000,0.000,0.000,97.080,0,N/A,N/A
2013-05-24,92.600,97.950,92.000,97.080,16124194,N/A,11.7858,
2013-05-23,84.805,93.010,83.050,92.730,12044257,N/A,11.2577,
2013-05-22,86.370,90.960,85.500,87.240,8573776,N/A,10.5912,
2013-05-21,88.500,89.990,85.280,87.590,9001763,N/A,10.6337,
2013-05-20,91.120,92.500,88.630,89.940,8337208,N/A,10.9190,
2013-05-17,92.500,94.440,87.500,91.500,19008450,N/A,11.1084,
2013-05-16,94.700,95.000,88.660,92.248,21614002,N/A,11.1992,
2013-05-15,81.800,86.880,78.110,84.842,16878700,N/A,10.3001,
2013-05-14,94.220,97.120,81.150,83.240,37163896,N/A,10.1056,
2013-05-13,80.990,88.000,79.151,87.800,22416816,N/A,10.6592,
2013-05-10,69.650,81.000,69.250,76.764,25086430,N/A,9.3194,
2013-05-09,70.120,75.770,63.690,69.400,28604970,N/A,8.4254,
2013-05-08,57.500,58.200,55.710,55.786,6769859,N/A,15.3568,
2013-05-07,62.000,62.370,55.120,55.510,9994549,N/A,15.2809,
2013-05-06,56.390,59.660,55.500,59.500,4372799,N/A,16.3792,
2013-05-03,56.470,56.470,54.500,54.550,3379403,N/A,15.0166,
2013-05-02,53.850,55.270,53.700,54.110,3052333,N/A,14.8955,
2013-05-01,55.990,55.990,53.000,53.280,2742778,N/A,14.6670,
2013-04-30,56.000,58.180,53.760,53.990,5523948,N/A,14.8624,
2013-04-29,51.760,54.990,51.200,54.940,3642206,N/A,15.1240,
2013-04-26,53.130,53.740,50.620,51.200,3622430,N/A,14.0944,
2013-04-25,50.500,52.400,50.500,52.000,2796207,N/A,14.3146,
2013-04-24,50.900,51.050,48.980,50.430,2630108,N/A,13.8824,
2013-04-23,51.000,52.920,50.660,51.010,3737550,N/A,14.0421,
2013-04-22,48.600,50.200,47.750,50.190,3939327,N/A,13.8164,
2013-04-19,47.460,49.880,47.070,47.830,3012136,N/A,13.1667,
2013-04-18,45.980,47.599,45.390,46.970,3368700,N/A,12.9300,
2013-04-17,45.500,45.950,44.540,45.450,2118428,N/A,12.5115,
2013-04-16,44.190,46.140,43.910,45.590,3180438,N/A,12.5501,
2013-04-15,43.500,43.800,42.510,43.300,1685984,N/A,11.9197,
2013-04-12,43.250,45.139,43.050,43.750,3149372,N/A,12.0436,
2013-04-11,42.060,44.550,41.750,43.590,3448081,N/A,11.9995,
2013-04-10,40.700,42.010,40.610,41.860,2121088,N/A,11.5233,
2013-04-09,41.800,41.830,40.330,40.500,1696036,N/A,11.1489,
2013-04-08,41.970,42.550,41.510,41.830,1679001,N/A,11.5150,
2013-04-05,42.000,42.000,40.500,41.370,1552389,N/A,11.3884,
2013-04-04,41.110,42.250,40.811,42.010,2264867,N/A,11.5646,
2013-04-03,43.100,43.470,40.210,41.100,5644995,N/A,11.3141,
2013-04-02,43.600,45.500,43.510,44.340,6652374,N/A,12.2060,
2013-04-01,42.360,46.680,41.700,43.930,14105873,N/A,12.0931,
2013-03-29,0.000,0.000,0.000,37.890,0,N/A,N/A
2013-03-28,38.230,38.240,37.750,37.890,1158652,N/A,10.4304,
2013-03-27,37.940,38.380,37.310,38.160,1296283,N/A,10.5047,
2013-03-26,37.980,38.220,37.660,37.860,1808137,N/A,10.4222,
2013-03-25,37.100,38.520,36.770,37.530,2379354,N/A,10.3313,
2013-03-22,36.200,36.800,36.200,36.620,446235,N/A,10.0808,
2013-03-21,35.950,37.060,35.740,36.010,1146287,N/A,9.9129,
2013-03-20,35.260,36.070,35.160,35.950,1423684,N/A,9.8964,
2013-03-19,35.250,35.600,34.940,35.080,1098475,N/A,9.6569,
2013-03-18,35.300,36.060,34.920,35.150,1316336,N/A,9.6761,
2013-03-15,36.640,36.650,35.210,35.290,3279777,N/A,9.7147,
2013-03-14,38.900,38.910,36.770,36.850,2024459,N/A,10.1441,
2013-03-13,39.000,39.490,38.810,38.980,821986,N/A,10.7305,
2013-03-12,38.900,39.380,38.850,39.120,1275062,N/A,10.7690,
2013-03-11,38.870,39.440,38.650,39.100,1579440,N/A,10.7635,
2013-03-08,38.060,39.440,37.360,38.470,912052,N/A,10.5901,
2013-03-07,37.730,38.650,36.880,38.230,1158354,N/A,10.5240,
2013-03-06,37.010,37.880,36.970,37.690,1149925,N/A,10.3754,
2013-03-05,36.000,36.920,35.790,36.650,2086969,N/A,10.0891,
2013-03-04,34.770,35.830,34.700,35.580,1757660,N/A,9.7945,
2013-03-01,35.000,35.080,34.250,34.650,1546600,N/A,9.5385,
2013-02-28,35.890,36.100,34.370,34.830,1964893,N/A,9.5880,
2013-02-27,34.410,35.410,34.400,35.100,1959129,N/A,9.6624,
2013-02-26,34.460,34.960,33.800,34.430,2763050,N/A,9.4779,
2013-02-25,36.150,36.750,34.340,34.380,2890772,N/A,9.4642,
2013-02-22,35.720,36.390,35.600,36.110,2547831,N/A,9.9404,
2013-02-21,36.490,37.390,34.540,35.160,9038212,N/A,9.6789,
2013-02-20,39.300,39.650,38.460,38.540,3121910,N/A,27.8078,
2013-02-19,37.360,39.290,37.310,39.280,2701340,N/A,28.3417,
2013-02-18,0.000,0.000,0.000,37.040,0,N/A,N/A
2013-02-15,38.500,38.510,36.950,37.040,2017949,N/A,26.7255,
2013-02-14,38.640,38.750,38.210,38.300,990640,N/A,27.6346,
2013-02-13,38.300,39.000,38.050,38.450,967102,N/A,27.7429,
2013-02-12,38.450,38.870,37.290,37.890,2261246,N/A,27.3388,
2013-02-11,37.980,39.150,37.500,38.420,3266248,N/A,27.7212,
2013-02-08,39.450,40.000,39.140,39.240,1139733,N/A,28.3129,
2013-02-07,39.190,39.680,38.950,39.480,1197521,N/A,28.4860,
2013-02-06,38.180,39.390,37.904,39.170,1893148,N/A,28.2624,
2013-02-05,38.000,38.650,37.680,38.130,1310192,N/A,27.5120,
2013-02-04,38.400,38.420,37.590,37.740,1127989,N/A,27.2306,
2013-02-01,38.170,38.500,37.620,38.300,1100590,N/A,27.6346,
2013-01-31,37.870,37.870,36.930,37.510,901318,N/A,27.0646,
2013-01-30,37.850,38.000,37.430,37.520,968098,N/A,27.0718,
2013-01-29,38.100,38.440,37.130,37.950,1426503,N/A,27.3821,
2013-01-28,36.860,38.710,36.860,38.030,1985992,N/A,27.4398,
2013-01-25,37.000,37.540,36.800,36.980,1287703,N/A,26.6822,
